lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Bamberg,lemma_Bamberg,gloss_id,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg,page,folio,lemma,gloss_id_Latin7499,gloss,gloss_type,gloss_form,marginal_note_id,marginal_note_type,marginal_note_form
p459_l08_o10,12r,rabies,insa(nia),S22,F2,,,,75v,Rabies ,p459_l08_o10_a,am̃tia insania,S22,F3,normal,p459_l08_o10_b,S63,F2,p459,81r,Rabies ,p459_l08_o10_a,dem̃tia insa/nia ł insanies/am̃tia furor,S22,F3,,,
p459_l09_o03,12r,macies,tenuitas corporis,S23,F3,,,,75v,Macies ,p459_l09_o03_a,macredo,S22,F2,normal,,,,p459,81r,Maties ,p459_l09_o03_a,tenuitas exci/litas macredo/subtilitas,S22,F3,,,
p459_l13_o05,12r,nutus,potestas,S22,F2,,,,75v,Notus ,p459_l13_o05_a,notam̃,S22,F2,normal,,,,p459,81r,Notus. ,p459_l13_o05_a,Notio ⁊ Notam̃,S22,F3,,,
p459_l13_o03,12r,nisus,conamen,S22,F2,,,,75v,nisus ,p459_l13_o03_a,conam̃,S22,F2,normal,p459_l13_o03_b,S63,F3,p459,81r,nisus ,p459_l13_o03_a,audeo A nitor Conam̃ conatio,S22,F3,,,
p459_l19_o09,12v,scriba,doctor ñ officiale,S23,F3,,,,75v,scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,normal,p459_l19_o09_b,S63,F2,p459,81r,Scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,,,
p459_l22_o10,12v,cedes,hec,S313,F2,,,,75v,cędes ,p459_l22_o10_a,strages ł occisio,S22,F3,normal,p459_l22_o10_b,S63,F2,p459,81v,cędes ,p459_l22_o10_a,strages ł/occisio,S22,F3,,,
p459_l23_o08,12v,strues,hec,S313,F2,,,,75v,strues ,p459_l23_o08_a,c̃geries,S22,F2,normal,,,,p459,81v,Strues ,p459_l23_o08_a,c̃geries lig/noꝵ,S23,F3,,,
p459_l24_o05,12v,parcus,abstinens,S22,F2,,,,75v,parcus ,p459_l24_o05_a,abstinens,S22,F2,normal,,,,p459,81v,Parcus ,p459_l24_o05_a,auarus/habundans,S22,F3,p459_l24_o05_b,S5,F5
p459_l25_o02,12v,pando,aperio manifesto,S22,F3,,,,75v,Pando ,p459_l25_o02_a,aperio,S22,F2,normal,,,,p459,81v,Pando ,p459_l25_o02_a,aperio,S22,F2,,,
p459_l25_o04,12v,pandus,manifestus,S22,F2,,,,75v,pandus ,p459_l25_o04_a,aꝑtus patulus,S22,F3,normal,p459_l25_o04_b,S63,F2,p459,81v,Pandus ,p459_l25_o04_a,aꝑtꝰ patulus,S22,F2,,,
p459_l25_o08,12v,ludo,dis,S611,F2,,,,75v,Ludo ,p459_l25_o08_a,ioco,S22,F2,normal,,,,p459,81v,Ludo ,p459_l25_o08_a,iocor,S22,F2,,,
p459_l31_o07,12v,formido,timor,S22,F2,,,,75v,Formido ,p459_l31_o07_a,paueo,S22,F2,normal,,,,p459,81v,Formido ,p459_l31_o07_a,paueo,S22,F2,,,
p459_l34_o09,12v,respondent,resonant,S22,F2,,,,75v,respondent ,p459_l34_o09_a,sb̶ uerba,S415,F2,normal,,,,p459,81v,respondent ,p459_l34_o09_a,uerba,S415,F2,,,
p460_l14_o09,13r,superuacuo,exsuperfluo,S22,F2,,,,76r,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,normal,,,,p460,82r,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,,,
p461_l05_o10,14r,inesco,cibũ tribuo,S23,F3,,,,76r,inęsco. ,p461_l05_o10_a,pasco,S22,F2,normal,p461_l05_o10_b,S63,F2,p461,82v,inęsco ,p461_l05_o10_a,pasco ł manduco,S22,F3,,,
p461_l10_o02,14r,radio,luceo splendeo,S22,F3,,,,76v,radio ,p461_l10_o02_a,splendeo,S22,F2,normal,,,,p461,82v,Radio ,p461_l10_o02_a,splendeo,S22,F2,,,
p461_l10_o04,14r,humo,sepelio/cooperio,S22,F3,,,,76v,Humus ,p461_l10_o04_a,tellus,S22,F2,normal,,,,p461,82v,humus ,p461_l10_o04_a,tellus,S22,F2,,,
p461_l11_o04,14r,cacumino,exacuo,S22,F2,,,,76v,cacumino ,p461_l11_o04_a,erigo,S22,F2,normal,,,,p461,82v,cacumino ,p461_l11_o04_a,erigo/ł in altũ ascendo,S23,F4,,,
p461_l17_o01,14r,scortũ,meretrix,S22,F2,,,,76v,Scortum ,p461_l17_o01_a,stuprũ,S22,F2,normal,p461_l17_o01_b,S63,F2,p461,82v,scortũ ,p461_l17_o01_a,meretrix pelex :,S22,F3,,,
p461_l17_o06,14r,ingurgito,in mergo,S22,F3,,,,76v,ingurgito ,,,,,,p461_l17_o06_a,S63,F2,p461,82v,ingurgito ,p461_l17_o06_a,deglutino absorbeo,S22,F3,,,
p461_l18_o06,14r,ingurgitasses,p̃cipitasses,S22,F2,,,,76v,ingurgitasses ,p461_l18_o06_a,immersisses,S22,F2,normal,,,,p461,82v,ingurgitasses ,p461_l18_o06_a,immersisses,S22,F2,,,
p461_l19_o07,14r,procrastino,ꝓduco in cras,S54,F4,,,,76v,ꝓcrastino ,p461_l19_o07_a,ꝓtelo ꝓlongo,S22,F3,normal,p461_l19_o07_b,S63,F2,p461,82v,ꝓcrastino ,p461_l19_o07_a,ꝓtelo ꝓlongo ꝑendino differo aliꝗd,S23,F4,,,
p461_l20_o02,14r,conperendino,ꝑmaneο ł tardo.,S22,F3,,,,76v,Comꝑendino ,p461_l20_o02_a,s. ꝓlongo,S22,F2,normal,p461_l20_o02_b,S63,F2,p461,82v,coꝑendino ,p461_l20_o02_a,÷ ꝓlongo differo in aliũ diem in longũ mitto,S23,F4,,,
p462_l06_o07,14v,uello,rũpo,S22,F2,,,,76v,uello ,p462_l06_o07_a,carpo,S22,F2,normal,,,,p462,83r,uello ,p462_l06_o07_a,decio destruo carpo eradico,S22,F3,,,
p462_l08_o06,15r,frondico,frondes auello,S23,F3,,,,76v,Frondis ,p462_l08_o06_a,(gñs ẽ ne fier& dubitatio ab eo qđ ÷) frons -tis,S24,F4,shorthand,,,,p462,83r,frondis ,,,,,p462_l08_o06_a,S23,F5
p462_l08_o07,15r,debilico,infirmo,S22,F2,,,,76v,frondico ,,,,,,p462_l08_o07_a,S63,F2,p462,83r,frondico ,,,,,p462_l08_o07_a,S23,F4
p462_l09_o04,15r,gratulor,gaudeo,S22,F2,,,,76v,Gratulor ,p462_l09_o04_a,gratias ago ł gaudeo,S22,F3,normal,,,,p462,83r,gratulor ,p462_l09_o04_a,Gratias ago ł gaudeo,S23,F3,,,
p462_l10_o03-04,15r,opẽ tuli,adiuuaui,S22,F2,,,,76v,Opẽ tuli ,p462_l10_o03-04_a,auxiliũ dedi,S22,F4,normal,p462_l10_o03-04_b,S63,F2,p462,83r,opem tuli ,p462_l10_o03-04_a,auxiliũ dedi,S22,F3,,,
p462_l10_o05,15r,opitulor,auxilior,S22,F2,,,,76v,opitulor ,p462_l10_o05_a,adiuuo,S22,F2,normal,,,,p462,83r,opitulor ,p462_l10_o05_a,Adiuuo,S22,F2,p462_l10_o05_b,S5,F4
p462_l11_o09,15r,litigo,contendo,S22,F2,,,,76v,Mitigo ,p462_l11_o09_a,placo,S22,F2,normal,,,,p462,83r,Litigo. ,p462_l11_o09_a,c̃tendo,S22,F2,p462_l11_o09_b,S5,F4
p462_l15_o09,15r,penetro,funditꝰ intro,S22,F3,,,,77r,penetro ,p462_l15_o09_a,subintro +++,S22,F3,shorthand,,,,p462,83r,penitro ,p462_l15_o09_a,penitꝰ intro ł sub̃ intro,S23,F4,p462_l15_o09_b,S23,F4
p462_l16_o01,15r,temere,p̃sũtiose,S22,F2,,,,77r,temere ,p462_l16_o01_a,p̃sumptiose,S22,F2,normal,p462_l16_o01_b,S63,F2,p462,83r,temere ,p462_l16_o01_a,p̃sũptiose,S22,F2,p462_l16_o01_b,S23,F4
p462_l16_o02,15r,temero,contẽno,S22,F2,,,,77r,Temero ,p462_l16_o02_a,p̃sumo .s. molo ł maculo,S22,F3,normal,,,,p462,83r,temero ,p462_l16_o02_a,p̃sumo uolo maculo ł audeo,S22,F3,,,
p462_l17_o03,15r,diutius,longius,S22,F2,,,,77r,diutius ,p462_l17_o03_a,longius,S22,F2,normal,,,,p462,83r,diutius ,p462_l17_o03_a,longius,S22,F2,p462_l17_o03_b,S62,F5
p462_l22_o01,15r,recolligere,codunare,S22,F2,,,,77r,recolere ,p462_l22_o01_a,+,S22,F2,shorthand,p462_l22_o01_b,S62,F2,p462,83r,recolligere ,,,,,p462_l22_o01_a,S62,F4
p462_l26_o01,15v,canus,caniger,S22,F2,,,,77r,canus ,p462_l26_o01_a,+,S22,F2,shorthand,,,,p462,83r,canus ,p462_l26_o01_a,alb ł senex homo,S23,F3,,,
p462_l26_o04,15v,calles,semita,S22,F2,,,,77r,Calles ,p462_l26_o04_a,uia,S22,F2,normal,p462_l26_o04_b,S63,F2,p462,83r,calles ,p462_l26_o04_a,uia,S22,F2,,,
p462_l28_o09,15v,arguo,increpo,S22,F2,,,,77r,Arguo ,p462_l28_o09_a,increpo +++,S33,F3,shorthand,,,,p462,83r,arguo ,p462_l28_o09_a,soluo,S22,F2,,,
p462_l32_o08,15v,lues,,,,,,,77r,lues ,p462_l32_o08_a,pestis,S22,F2,normal,,,,p462,83r,lues ,p462_l32_o08_a,pestis,S22,F2,,,
p462_l29_o11,15v,fluctuo,titubo,S22,F2,,,,77r,Fluctuo ,p462_l29_o11_a,titubo,S22,F2,normal,,,,p462,83r,Fluctuo ,p462_l29_o11_a,titubo,S22,F2,p462_l29_o11_b,S23,F4
p462_l32_o04,15v,tribus,dr̃ a distributione,S54,F4,,,,77r,tribus ,p462_l32_o04_a,triginta centurię,S23,F3,normal,,,,p462,83r,tribus ,p462_l32_o04_a,.XXX. centurio,S23,F3,,,
p462_l32_o10,15v,strues,congeries lignorũ,S23,F3,,,,77r,serues ,p462_l32_o10_a,c̃geries,S22,F2,normal,,,,p462,83r,strues ,p462_l32_o10_a,c̃geries lignoꝵ,S23,F3,,,
p463_l08_o06,16r,bulla,,,,bulla dr̃ q: sit a uento/ł ornam̃tũ cingulorum,S23,F4,77r,Bulla ,p463_l08_o06_a,uesiculę camelorũ,S23,F3,normal,p463_l08_o06_b,S63,F2,p463,83r,bulla ,p463_l08_o06_a,ornam̃tũ camelorũ si/ue uesicule in aqua,S23,F4,,,
p463_l09_o08,16r,largior,tribuo,S22,F2,,,,77r,largior ,p463_l09_o08_a,tribuo,S22,F2,normal,,,,p463,83r,largio ,p463_l09_o08_a,tribuo,S22,F2,,,
p463_l11_o03,16r,seuus,aceruus,S22,F2,,,,77r,Sęuus ,p463_l11_o03_a,durus,S22,F2,normal,,,,p463,83r,Seuus ,p463_l11_o03_a,durus/crudeł,S22,F3,,,
p463_l13_o08,16r,inretior,inlaqeor in rete,S54,F4,,,,77r,inr&ior ,p463_l13_o08_a,illaqueor,S22,F2,normal,,,,p463,83v,irretior ,p463_l13_o08_a,illaqueo inuenit᷑ et irretio/et ĩpedio,S22,F4,,,
p463_l15_o03,16r,insignis,nobilis,S22,F2,,,,77r,insignis ,p463_l15_o03_a,nobilis,S22,F2,normal,,,,p463,83v,in̶asignis ,p463_l15_o03_a,nobilis,S22,F2,,,
p463_l15_o04,16r,insignio,decoro orno,S22,F3,,,,77r,insignio ,p463_l15_o04_a,noblito,S22,F2,normal,,,,p463,83v,Insignio ,p463_l15_o04_a,nobilito,S22,F2,,,
p463_l17_o01,16r,gestus,actꝰ ł motus,S22,F3,,,,77r,Gestus ,p463_l17_o01_a,motus corporis,S23,F3,normal,p463_l17_o01_b,S63,F3,p463,83v,gestus ,p463_l17_o01_a,motꝰ corpỹs,S23,F3,p463_l17_o01_b,S5,F4
p463_l17_o02,16r,gestio,adꝗro exulto,S22,F3,,,,77r,gestio ,p463_l17_o02_a,desidero,S22,F2,normal,,,,p463,83v,Gestio ,p463_l17_o02_a,desidero,S22,F2,,,
p463_l25_o02,16v,meta,limes,S22,F2,,,,77v,m&a ,p463_l25_o02_a,finis,S22,F2,normal,p463_l25_o02_b,S63,F3,p463,83v,meta ,p463_l25_o02_a,finis t̃minus,S22,F3,,,
p463_l25_o03,16v,metor,t̃mino finio,S22,F3,,,,77v,M&or ,p463_l25_o03_a,figo,S22,F2,normal,,,,p463,83v,Metor ,p463_l25_o03_a,figo t̃mino,S22,F3,,,
p463_l25_o09,16v,metior,mensuro,S22,F2,,,,77v,M&ior ,p463_l25_o09_a,m̃suro,S22,F2,normal,,,,p463,83v,metior ,p463_l25_o09_a,÷ mensuro,S22,F2,,,
p463_l27_o10,16v,insanio,furio ł infirmo,S22,F3,,,,77v,insanio ,p463_l27_o10_a,amentor,S22,F2,normal,,,,p463,83v,insanio ,p463_l27_o10_a,am̃tor insanit enĩ qui ñ est sanꝰ,S23,F4,,,
p464_l13_o09,17r,eger,infirmus,S22,F2,,,,77v,Eger ,,,,,,p464_l13_o09_a,S63,F2,p464,83v,ager ,p464_l13_o09_a,infirmꝰ,S22,F2,,,
p464_l20_o10,17r,denso,opaco,S22,F2,,,,77v,Denso ,,,,,,p464_l20_o10_a,S63,F2,p464,83v,Denso ,p464_l20_o10_a,a nõe densus ÷ spissus,S54,F3,,,
p465_l25_o11,18r,polliceor,ꝓmitto,S22,F2,,,,78r,polliceor ,p465_l25_o11_a,spondeo,S22,F2,normal,,,,p465,84r,Polliceor ,p465_l25_o11_a,ꝓmitto spondeo,S22,F3,,,
p465_l28_o01,18r,coguntur,compelluntur,S22,F2,,,,78r,cogunt᷑ ,p465_l28_o01_a,cõpellunt᷑  sb̶ uerba,S415,F3,normal,,,,p465,84r,coeunt᷑ ,p465_l28_o01_a,cõpellunt᷑ uerba,S22,F3,,,
p465_l28_o07,18r,amitior,tego,S22,F2,,,,78r,Amicior ,p465_l28_o07_a,circũdo,S22,F2,normal,p465_l28_o07_b,S63,F2,p465,84r,amitior ,p465_l28_o07_a,circũdo induco Ab amicus ł amictus,S54,F3,,,
p465_l28_o09,18r,ordior,incoo,S22,F2,,,,78r,Ordior ,p465_l28_o09_a,texo (incipio loqui)?,S23,F3,shorthand,p465_l28_o09_b,S63,F2,p465,84r,Ordior ,p465_l28_o09_a,texo ł incipio loqͥ,S23,F3,,,
p466_l05_o04,18v,uador,error,S22,F2,,,,78v,Vador ,p466_l05_o04_a,a uado,S54,F3,normal,p466_l05_o04_b,S63,F2,p466,84v,uador ,p466_l05_o04_a,a uado,S54,F3,,,
p466_l05_o06,18v,suffragor,auxilior,S22,F2,,,,78v,suffragor ,p466_l05_o06_a,auxilior,S22,F2,normal,,,,p466,84v,Suffragor ,p466_l05_o06_a,a suffragio ÷ auxilior,S22,F3,,,
p466_l06_o03,18v,rimor,ꝑscrutor,S22,F2,,,,78v,Rimor ,p466_l06_o03_a,inuestigo,S22,F2,normal,p466_l06_o03_b,S63,F2,p466,84v,Rimor ,p466_l06_o03_a,inqͥro,S22,F2,,,
p466_l21_o09,19r,paciscor,pactũ facio,S23,F4,,,,78v,Paciscor ,p466_l21_o09_a,pacẽ facio,S23,F4,normal,,,,p466,84v,pacisor ,p466_l21_o09_a,pacẽ fatio,S23,F4,,,
p466_l22_o02,19r,adipiscor,inueniscor,S22,F2,,,,78v,adipiscor ,p466_l22_o02_a,consequor,S22,F2,normal,,,,p466,84v,Adipiscor; ,p466_l22_o02_a,consequor inuenio,S22,F3,,,
p470_l09_o07,21v,glisco,cresco,S22,F2,,,,80r,Glisco ,p470_l09_o07_a,cresco,S22,F2,normal,p470_l09_o07_b,S63,F2,p470,85v,Glisco ,p470_l09_o07_a,cresco,S22,F2,,,
p471_l26_o01,22v,trudo,impello ,S22,F2,,,,80r,Trudo ,p471_l26_o01_a,indudo,S22,F2,normal,,,,p471,86r,Trudo ,p471_l26_o01_a,includo impingo ł pello,S22,F3,,,
