folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,nature,marginal_note_id,marginal_note_type,marginal_note_form
84r,p485_l33_o04,coemo ,p485_l33_o04_a,+++,S23,F3,shorthand,,,
84r,p485_l33_o06,adimo ,p485_l33_o06_a,aufero,S22,F2,normal,p485_l33_o06_b,S63,F2
84r,p485_l33_o069,repono ,p485_l33_o069_a,+,S22,F2,shorthand,,,
84r,p486_l01_o01,crepo ,p486_l01_o01_a,sono strepo,S22,F3,normal,p486_l01_o01_b,S63,F2
84r,p486_l01_o02,discrepo ,p486_l01_o02_a,disto,S22,F2,normal,,,
84r,p486_l01_o03,repo ,p486_l01_o03_a,traho +++,S23,F3,shorthand,,,
84r,p486_l01_o10,discurro ,p486_l01_o10_a,uagor,S22,F2,normal,,,
84r,p486_l02_o04,dispenso ,p486_l02_o04_a,distribuo,S22,F2,normal,,,
84v,p486_l03_o10,educo ,p486_l03_o10_a,extraho,S22,F2,normal,,,
84v,f84v_l02_o06,(add) ,f84v_l02_o06_a,pͥmę c̃iug̃ Vt,S611,F3,normal,,,
84v,p486_l06_o04,Vt ,p486_l06_o04_a,sicut,S34,F2,normal,,,
84v,p486_l12_o03,dico ,p486_l12_o03_a,narro,S22,F2,normal,,,
84v,p486_l12_o06,dico ,p486_l12_o06_a,c̃secro,S22,F2,normal,,,
84v,p486_l12_o08,mando ,p486_l12_o08_a,manduco,S22,F2,normal,,,
84v,p486_l12_o11,mando ,p486_l12_o11_a,c̃mendo,S22,F2,normal,,,
84v,p486_l13_o02,fundo ,p486_l13_o02_a,spargo,S22,F2,normal,,,
84v,p486_l13_o05,fundo ,p486_l13_o05_a,fundam̃tũ iaceo,S23,F4,normal,,,
84v,p486_l13_o08,sero ,p486_l13_o08_a,munio,S22,F2,normal,,,
84v,p486_l14_o09,lego ,p486_l14_o09_a,statuo,S22,F2,normal,,,
84v,p486_l16_o07,dissero ,p486_l16_o07_a,expono,S22,F2,normal,,,
84v,p486_l16_o08,ꝓsero ,p486_l16_o08_a,ꝓuideo,S22,F2,normal,,,
84v,p486_l16_o09,insero ,p486_l16_o09_a,immitto,S22,F2,normal,,,
84v,p486_l17_o07,sublego ,p486_l17_o07_a,furor,S22,F2,normal,,,
84v,p486_l19_o03,Appello ,p486_l19_o03_a,uoco,S22,F2,normal,,,
84v,f84v_l11_o06,cõpello ,f84v_l11_o06_a,alloquor,S22,F2,normal,,,
84v,p486_l19_o07,Pello ,p486_l19_o07_a,ꝓicio,S22,F2,normal,,,
84v,p486_l19_o10,expello ,p486_l19_o10_a,eicio,S22,F2,normal,,,
84v,p486_l17_o12,impello ,p486_l17_o12_a,impingo,S22,F2,normal,,,
84v,p486_l20_o02,depello ,p486_l20_o02_a,repello,S22,F2,normal,,,
84v,p486_l22_o04,Crepo ,p486_l22_o04_a,strepo,S22,F2,normal,,,
84v,p486_l26_o05,Maturo ,p486_l26_o05_a,accelero ++++,S22,F3,shorthand,,,
84v,p486_l27_o04,ꝑfecta ,p486_l27_o04_a,p̃terita,S53,F2,normal,,,
84v,p486_l28_o02,tradidit ,p486_l28_o02_a,instituit,S22,F2,normal,,,
84v,p486_l28_o07,motus ,p486_l28_o07_a,+,S22,F2,normal,,,
84v,p486_l30_o07,plerũque ,p486_l30_o07_a,+,S22,F2,shorthand,,,
84v,p486_l31_o05,subiecta ,p486_l31_o05_a,+,S22,F2,shorthand,,,
84v,p486_l32_o09,litigo ,p486_l32_o09_a,c̃tendo,S22,F2,normal,,,
84v,p486_l33_o01,remigo ,p486_l33_o01_a,nauigo,S22,F2,normal,,,
84v,p486_l33_o05,Morigeror ,p486_l33_o05_aa,bonos mores gero,S23,F4,normal,,,
84v,p486_l35_o07,aedifico ,p486_l35_o07_a,c̃struo,S22,F2,normal,,,
84v,p487_l02_o02,terrifico ,p487_l02_o02_a,t̃rorẽ facio,S25,F4,normal,,,
84v,p487_l02_o04,Mancipo ,p487_l02_o04_a,manu captũ trado,S25,F3,normal,,,
84v,p487_l02_o06,aucupo ,vp487_l02_o06_a,aues capio,S25,F4,normal,,,
84v,p487_l03_o06,Manceps ,p487_l03_o06_a,+,S25,F3,shorthand,,,
84v,p487_l03_o08,aueceps ,p487_l03_o08_a,aues ++,S25,F3,shorthand,,,
84v,p487_l03_o10,particeps ,p487_l03_o10_a,++ diriuari,S54,F4,shorthand,,,
84v,p487_l05_o05,auspex ,p487_l05_o05_a,+,S22,F2,shorthand,,,
84v,p487_l05_o07,iure ,p487_l05_o07_a,+,S22,F2,shorthand,,,
84v,f84v_l26_o6,(add) ,f84v_l26_o6_a,uident᷑,S611,F2,normal,,,
84v,p487_l08_o03,excurrisse ,p487_l08_o03_a,uenisse,S22,F2,normal,,,
85r,p487_l09_o02,appositis ,p487_l09_o02_a,adiunctis,S22,F2,normal,,,
85r,p487_l17_o08,arcꝰ ,p487_l17_o08_a,ab arcendis ++,S54,F3,shorthand,,,
85r,p487_l18_o01,ꝑfuga ,p487_l18_o01_a,infidelis ł ++,S22,F3,shorthand,p487_l18_o01_b,S63,F2
85r,p487_l18_o03,aduena ,,,,,,p487_l18_o03_a,S63,F2
85r,p487_l22_o10,noncupas ,p487_l22_o10_a,facito?,S333,F2,normal,,,
85r,p487_l24_o03,fugo ,p487_l24_o03_a,expello +++,S22,F2,shorthand,,,
85r,p487_l24_o12,iugũ ,,,,,,p487_l24_o12_a,S63,F3
85r,p487_l25_o06,iugas. ,p487_l25_o06_a,sb̶ uerbũ,S53,F2,normal,,,
85r,p487_l25_o08,molo ,,,,,,p487_l25_o08_a,S63,F3
85r,p487_l26_o02,eo ,p487_l26_o02_a,sb̃ nomine,S3232,F2,normal,,,
85r,p487_l26_o04,immolo ,p487_l26_o04_a,macto,S22,F2,normal,,,
85r,p487_l26_o05,immolas ,,,,,,,,
85r,p487_l26_o09,scđę ,p487_l26_o09_a,sb̶ c̃iug̃,S53,F2,shorthand,,,
85r,p487_l27_o07,insideo ,p487_l27_o07_a,fraudor,S22,F2,normal,p487_l27_o07_b,S63,F3
85r,p487_l28_o01,insidię ,p487_l28_o01_a,fraudes,S22,F2,normal,,,
85r,p487_l29_o07, sedeo ,,,,,,p487_l29_o07_a,S63,F3
85r,p487_l31_o01-02,sedo sedas ,,,,,,p487_l31_o01-02_a,S63,F3
85r,p487_l31_o09,CΥΡΑΚΥCΑΝΩ ,p487_l31_o09_a,÷ more +++ siracusis ++,S211,F3,shorthand,,,
85r,f85r_l17_o06,(add): ,,,,,,f85r_l17_o06_a,S611,F4
85r,p488_l03_o03,rumpo ,,,,,,p488_l03_o03_a,S63,F3
85r,p488_l03_o05,rupes ,p488_l03_o05_a,occisio,S22,F2,normal,,,
85r,p488_l03_o08,strages ,p488_l03_o08_a,saxũ,S22,F2,normal,,,
85r,p488_l04_o02,uerborũ ,p488_l04_o02_a,+,S53,F2,shorthand,,,
85r,p488_l04_o10,sordes ,,,,,,p488_l04_o10_a,S64,F3
85r,p488_l10_o05,cõpositionib; ,p488_l10_o05_a,+,S22,F2,shorthand,,,
85r,p488_l14_o03,aduersor ,p488_l14_o03_a,resisto,S22,F2,normal,,,
85r,p488_l14_o05,uagor ,,,,,,p488_l14_o05_a,S63,F2
85r,p488_l15_o08,queror ,p488_l15_o08_a,quęrellã depono,S23,F4,normal,,,
85r,p488_l15_o09,euertor ,p488_l15_o09_a,subuerto,S22,F2,normal,p488_l15_o09_b,S63,F2
85r,p488_l15_o03,labor ,p488_l15_o03_a,cado,S22,F2,normal,,,
85r,p488_l17_o04,pacificor ,p488_l17_o04_a,ꝓmitto ł pacẽ facio,S25,F4,normal,,,
85r,p488_l17_o05,Nanciscor ,p488_l17_o05_a,c̃sequor,S22,F2,normal,p488_l17_o05_b,S63,F2
85r,p488_l18_o06,hęc ,p488_l18_o06_a,+,S53,F2,shorthand,,,
85r,p488_l19_o02,uindicat ,p488_l19_o02_a,assumit,S22,F2,normal,,,
85v,f85v_l01_o04,ingeniosus ,f85v_l01_o04_a,bonꝰ textor +++,S23,F4,shorthand,,,
85v,f85v_l07_o16,ΕΚΡΥΨΑ ,f85v_l07_o16_a,nu psi,S221,F1,normal,,,
85v,f85v_l08_o02,ΕΛΥΦΟ ,f85v_l08_o02_a,iungo,S221,F2,normal,,,
85v,f85v_l08_o03,ΕΛΥΦΑ ,f85v_l08_o03_a,iunxi,S221,F2,normal,,,
85v,f85v_l13_o06,patrisso ,f85v_l13_o06_a,s̃ patri similis sũ,S23,F4,normal,,,
