folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,marginal_note_id,marginal_note_type,marginal_note_form
78r,p455_l13_o01-02,A pt̃o ,p455_l13_o01-02_a,"potius ʜ uult ab infinitiuo. Infinitiuus uͦ ormat᷑ a pt̃o .ui. intũ et ideo eadẽ ÷ diriuatiuo sed melius/tamen ab nfinitiuo : quę enĩ ueniunt a pt̃o ueniunt ab infintiuo .s. nõa ⁊ quę
  ueniuNt ab infinitiuo a p̃to",S53,F5,,,
78v,p455_l16_o07,infinitiui ,p455_l16_o07_a,Hic dicit contra priscianũ  priscianus dicit in libro de nominatiuo ista uenire a scdã ꝑsona/iNdicatiui,S64,F4,,,
78v,p455_l18_o07,eas. ,p455_l18_o07_a,.s. terminationes,S3232,F2,,,
78v,p455_l18_o10,Oraculum ,p455_l18_o10_a,Responsum/diuinũ,S23,F3,p455_l18_o10_b,S5,F5
78v,p455_l19_o01,miraculũ ,p455_l19_o01_a,miratio,S22,F2,,,
78v,p455_l19_o02,Propugnaculũ ,p455_l19_o02_a,summa pars muri,S23,F3,,,
78v,p455_l19_o03,Fundamentũ ,p455_l19_o03_a,fundatum .tũ. in .mentũ. fit fundam̃tũ,S313,F4,p455_l19_o03_b,S23,F4
78v,p455_l19_o04,Ornam̃tũ ,p455_l19_o04_a,ͣł orno dr̃ qͣsi hoc anno ⁊ ẽ aduerbiũ,S22,F4,,,
78v,p455_l19_o06,Munimentũ ,p455_l19_o06_a,tutamen ÷ defensio,S22,F3,,,
78v,p455_l20_o01,Alimentũ ,p455_l20_o01_a,Nutrimentũ,S22,F2,p455_l20_o01_b,S313,F3
